カード番号,カード名,フリガナ,レアリティ,種類,色,コスト/ライフ種別,コスト/ライフ値,パワー,カウンター,属性,特徴,ブロック,効果テキスト,トリガー,入手情報,ImageFileID,ImageFileID_small
OP11-051,サンジ,,SR,CHARACTER,青,コスト,6,7000,-,打,ヴィンスモーク家/麦わらの一味,3,このキャラが相手の効果でKOされた時、自分のデッキの上から5枚を見て、コスト5以下の特徴《麦わらの一味》を持つキャラカード1枚までを、登場させる。その後、残りを好きな順番でデッキの下に置く。【登場時】元々のパワー5000以下のキャラ1枚までを、持ち主の手札に戻す。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-051,サンジ,,SR,CHARACTER,青,コスト,6,7000,-,打,ヴィンスモーク家/麦わらの一味,3,このキャラが相手の効果でKOされた時、自分のデッキの上から5枚を見て、コスト5以下の特徴《麦わらの一味》を持つキャラカード1枚までを、登場させる。その後、残りを好きな順番でデッキの下に置く。【登場時】元々のパワー5000以下のキャラ1枚までを、持ち主の手札に戻す。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-052,シャーロット・ローラ,シャーロット・ローラ,C,CHARACTER,青,コスト,5,7000,1000,斬,ファイアタンク海賊団/元ローリング海賊団,3,-,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-053,トニートニー・チョッパー,,UC,CHARACTER,青,コスト,5,6000,2000,打,動物/麦わらの一味,3,-,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-054,ナミ,,SR,CHARACTER,青,コスト,5,6000,1000,特,麦わらの一味,3,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分のリーダーが多色の場合、カード3枚を引き、自分の手札2枚を好きな順番に並び替え、デッキの上か下に置く。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-054,ナミ,,SR,CHARACTER,青,コスト,5,6000,1000,特,麦わらの一味,3,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分のリーダーが多色の場合、カード3枚を引き、自分の手札2枚を好きな順番に並び替え、デッキの上か下に置く。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-055,バルトロメオ,,UC,CHARACTER,青,コスト,6,7000,2000,特,ドレスローザ/超新星,3,-,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-056,ブルック,ブルック,R,CHARACTER,青,コスト,3,4000,1000,斬,麦わらの一味,3,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】元々のコスト1のキャラ1枚までを、持ち主のデッキの下に置く。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-057,ペドロ,,C,CHARACTER,青,コスト,1,1000,1000,斬,ミンク族,3,自分の手札が4枚以下の場合、このキャラは【ブロッカー】を得る。(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-058,モンキー・Ｄ・ルフィ,,UC,CHARACTER,青,コスト,5,7000,1000,打,麦わらの一味,3,自分の手札が5枚以上ある場合、このキャラはアタックできない。【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,プロモーションパックVol.8,dummy.gif,
OP11-058,モンキー・Ｄ・ルフィ,,UC,CHARACTER,青,コスト,5,7000,1000,打,麦わらの一味,3,自分の手札が5枚以上ある場合、このキャラはアタックできない。【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-059,ゴムゴムの王蛇,,C,EVENT,青,コスト,1,-,-,-,麦わらの一味,3,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+2000。その後、自分の手札が4枚以下の場合、そのカードを、このバトル中、パワー+2000。,【】コスト2以下のキャラ1枚までを、持ち主の手札に戻す。,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-060,式をブッ壊そう!!!,シキヲブッコワソウ,R,EVENT,青,コスト,1,-,-,-,麦わらの一味,3,【メイン】自分のリーダーが多色の場合、自分のデッキの上から5枚を見て、「式をブッ壊そう!!!」以外の特徴《麦わらの一味》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,【】このカードの【メイン】効果を発動する。,プレミアムカードコレクション - ベストセレクション vol.5 -,dummy.gif,
OP11-060,式をブッ壊そう!!!,シキヲブッコワソウ,R,EVENT,青,コスト,1,-,-,-,麦わらの一味,3,【メイン】自分のリーダーが多色の場合、自分のデッキの上から5枚を見て、「式をブッ壊そう!!!」以外の特徴《麦わらの一味》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,【】このカードの【メイン】効果を発動する。,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-061,ゴムゴムのJET大蛇砲,ゴムゴムノジェットウロボロス,UC,EVENT,青,コスト,3,-,-,-,麦わらの一味,3,【メイン】相手の元々のコスト4以下のキャラ1枚までを、持ち主のデッキの下に置く。,【】コスト1以下のキャラ1枚までを、持ち主のデッキの下に置く。,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-062,シャーロット・カタクリ,シャーロット カタクリ,L,LEADER,紫,ライフ,5,5000,-,打,ビッグ・マム海賊団,3,【アタック時】/【相手のアタック時】【ターン1回】ドン‼-1：相手のデッキの上から1枚を見る。その後、このリーダーは、このバトル中、パワー+1000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-062,シャーロット・カタクリ,シャーロット カタクリ,L,LEADER,紫,ライフ,5,5000,-,打,ビッグ・マム海賊団,3,【アタック時】/【相手のアタック時】【ターン1回】ドン‼-1：相手のデッキの上から1枚を見る。その後、このリーダーは、このバトル中、パワー+1000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-063,サディちゃん,サディチャン,C,CHARACTER,紫,コスト,2,2000,2000,知,インペルダウン,3,【登場時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分のリーダーが特徴《インペルダウン》を持つ場合、相手のコスト3以下のキャラ1枚までを、レストにする。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-064,サルデス,サルデス,C,CHARACTER,紫,コスト,6,8000,1000,知,インペルダウン,3,-,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-065,シャーロット・アナナ,シャーロット アナナ,UC,CHARACTER,紫,コスト,1,1000,1000,知,ビッグ・マム海賊団,3,「シャーロット・アナナ」以外の自分の紫の特徴《ビッグ・マム海賊団》を持つキャラがいる場合、このキャラは【ブロッカー】を得る。(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,プロモーションパックVol.8,dummy.gif,
OP11-065,シャーロット・アナナ,シャーロット アナナ,UC,CHARACTER,紫,コスト,1,1000,1000,知,ビッグ・マム海賊団,3,「シャーロット・アナナ」以外の自分の紫の特徴《ビッグ・マム海賊団》を持つキャラがいる場合、このキャラは【ブロッカー】を得る。(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-066,シャーロット・オーブン,,R,CHARACTER,紫,コスト,4,5000,1000,特,ビッグ・マム海賊団,3,【起動メイン】このキャラをレストにできる：任意のコストを宣言し、相手のデッキの上から1枚を公開する。公開したカードが宣言したコストと同じ場合、相手の元々のコスト3以下のキャラ1枚までを、KOする。その後、ドン‼デッキからドン‼1枚までを、レストで追加する。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-067,シャーロット・カタクリ,シャーロット カタクリ,SR,CHARACTER,紫,コスト,8,8000,-,打,ビッグ・マム海賊団,3,【ブロッカー】【自分のターン終了時】自分のコスト3以上の特徴《ビッグ・マム海賊団》を持つキャラ2枚までを、アクティブにする。その後、自分のドン‼デッキからドン‼1枚までを、レストで追加する。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-067,シャーロット・カタクリ,シャーロット カタクリ,SR,CHARACTER,紫,コスト,8,8000,-,打,ビッグ・マム海賊団,3,【ブロッカー】【自分のターン終了時】自分のコスト3以上の特徴《ビッグ・マム海賊団》を持つキャラ2枚までを、アクティブにする。その後、自分のドン‼デッキからドン‼1枚までを、レストで追加する。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-068,シャーロット・ダイフク,シャーロットダイフク,UC,CHARACTER,紫,コスト,6,7000,2000,斬,ビッグ・マム海賊団,3,-,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-069,シャーロット・ブリュレ,シャーロットブリュレ,R,CHARACTER,紫,コスト,3,4000,1000,特,ビッグ・マム海賊団,3,【登場時】自分のライフの上から1枚を手札に加えることができる：自分のリーダーが特徴《ビッグ・マム海賊団》を持つ場合、ドン‼デッキからドン‼1枚までを、アクティブで追加する。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-070,シャーロット・プリン,シャーロットプリン,SR,CHARACTER,紫,コスト,1,-,1000,知,ビッグ・マム海賊団,3,"【登場時】自分のデッキの上から5枚を見て、コスト2以上の特徴《ビッグ・マム海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。【起動メイン】ドン‼-1,このキャラをレストにできる：相手のデッキの上から1枚を見る。",,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-070,シャーロット・プリン,シャーロットプリン,SR,CHARACTER,紫,コスト,1,-,1000,知,ビッグ・マム海賊団,3,"【登場時】自分のデッキの上から5枚を見て、コスト2以上の特徴《ビッグ・マム海賊団》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。【起動メイン】ドン‼-1,このキャラをレストにできる：相手のデッキの上から1枚を見る。",,ブースターパック 神速の拳【OP-11】,dummy.gif,
